freq,unit,geo\TIME_PERIOD	2016 
A,PC_ACT,FR10	4.3 
A,PC_ACT,FRB0	4.4 
A,PC_ACT,FRC1	4.0 
A,PC_ACT,FRC2	3.5 
A,PC_ACT,FRD1	3.7 
A,PC_ACT,FRD2	5.9 
A,PC_ACT,FRE1	6.6 
A,PC_ACT,FRE2	5.6 
A,PC_ACT,FRF1	4.9 
A,PC_ACT,FRF2	4.8 
A,PC_ACT,FRF3	5.7 
A,PC_ACT,FRG0	3.3 
A,PC_ACT,FRH0	3.1 
A,PC_ACT,FRI1	4.1 
A,PC_ACT,FRI2	3.3 
A,PC_ACT,FRI3	3.9 
A,PC_ACT,FRJ1	5.8 
A,PC_ACT,FRJ2	3.3 
A,PC_ACT,FRK1	3.0 
A,PC_ACT,FRK2	3.2 
A,PC_ACT,FRL0	4.6 
A,PC_ACT,FRM0	4.1 u
