freq,indic_de,geo\TIME_PERIOD	2016 
A,GROWRT,FR10	4.8 
A,GROWRT,FRB0	-0.6 
A,GROWRT,FRC1	-3.1 
A,GROWRT,FRC2	-1.6 
A,GROWRT,FRD1	-2.1 
A,GROWRT,FRD2	-1.3 
A,GROWRT,FRE1	-0.5 
A,GROWRT,FRE2	-0.5 
A,GROWRT,FRF1	2.9 
A,GROWRT,FRF2	-3.8 
A,GROWRT,FRF3	-2.5 
A,GROWRT,FRG0	5.3 
A,GROWRT,FRH0	3.7 
A,GROWRT,FRI1	6.3 
A,GROWRT,FRI2	-2.0 
A,GROWRT,FRI3	0.9 
A,GROWRT,FRJ1	6.1 
A,GROWRT,FRJ2	6.5 
A,GROWRT,FRK1	0.6 
A,GROWRT,FRK2	4.7 
A,GROWRT,FRL0	1.8 
A,GROWRT,FRM0	13.5 
